MHT_CET,JEE_Main,Branch,Category,Gender,Allocated_College
78.8,71.55,EnTC,OPEN,Male,Orchid Solapur
99.99,89.29,EnTC,OPEN,Female,COEP Pune
93.35,99.99,CS,OBC,Male,VIT Pune
64.97,86.41,Mech,OPEN,Female,Local City College
92.29,77.03,Civil,SC,Male,SPIT Mumbai
61.79,99.99,Mech,OPEN,Male,Local City College
99.99,68.74,CS,OPEN,Male,COEP Pune
77.93,95.62,IT,OPEN,Male,Orchid Solapur
83.6,69.24,Civil,OPEN,Female,Govt College Karad
99.99,83.62,CS,OPEN,Female,COEP Pune
65.69,72.73,Mech,OPEN,Female,Local City College
64.04,73.88,CS,OPEN,Male,Local City College
76.25,67.45,CS,OPEN,Male,Orchid Solapur
99.99,99.99,EnTC,OBC,Female,COEP Pune
62.21,60.34,EnTC,OPEN,Female,Local City College
42.52,60.2,EnTC,OBC,Male,Not Allotted
78.23,99.99,Civil,OBC,Female,Orchid Solapur
93.28,94.56,CS,OPEN,Male,VIT Pune
99.99,27.3,CS,SC,Female,COEP Pune
78.05,63.69,Civil,OBC,Male,Orchid Solapur
78.83,38.76,CS,OPEN,Male,Orchid Solapur
99.99,55.99,EnTC,EWS,Female,COEP Pune
56.95,12.23,IT,SC,Female,Local City College
79.17,72.26,CS,EWS,Male,Orchid Solapur
87.86,52.16,CS,OBC,Male,WIT Solapur
91.74,76.2,IT,OPEN,Female,PCCOE Pune
77.35,42.5,Mech,OPEN,Male,Orchid Solapur
85.52,76.66,EnTC,OBC,Female,WIT Solapur
47.68,66.7,EnTC,EWS,Male,Not Allotted
75.13,99.99,IT,OBC,Female,Orchid Solapur
91.8,99.99,CS,ST,Male,SPIT Mumbai
70.27,90.71,CS,OPEN,Male,Local City College
85.88,68.47,IT,OPEN,Male,WIT Solapur
91.7,99.99,CS,EWS,Male,PCCOE Pune
79.86,43.94,CS,SC,Male,Govt College Karad
87.56,46.93,IT,EWS,Male,WIT Solapur
70.56,73.32,IT,SC,Male,Orchid Solapur
81.9,99.99,CS,OPEN,Female,Sinhgad Pune
94.15,70.95,IT,OBC,Female,VIT Pune
87.35,71.34,IT,EWS,Male,WIT Solapur
76.2,46.16,CS,OBC,Female,Orchid Solapur
88.36,93.92,Civil,OPEN,Female,WIT Solapur
95.72,94.06,CS,OPEN,Male,Walchand Sangli
54.25,90.78,Mech,OBC,Female,Not Allotted
99.99,62.42,CS,OPEN,Male,COEP Pune
79.96,60.87,Mech,SC,Female,Govt College Karad
91.38,49.14,CS,OPEN,Female,PCCOE Pune
99.99,76.68,EnTC,OPEN,Female,COEP Pune
64.42,53.39,IT,SC,Male,Local City College
74.36,51.45,EnTC,OPEN,Female,Local City College
80.67,66.53,IT,SC,Male,WIT Solapur
73.24,65.22,CS,OPEN,Male,Local City College
99.99,64.24,EnTC,EWS,Female,COEP Pune
72.15,84.33,CS,OPEN,Male,Local City College
76.67,76.58,Civil,OPEN,Male,Orchid Solapur
88.07,69.24,CS,ST,Female,VIT Pune
66.97,78.66,IT,SC,Male,Local City College
79.06,55.17,EnTC,OPEN,Female,Orchid Solapur
89.76,77.11,IT,EWS,Female,DY Patil Akurdi
80.01,78.01,CS,OBC,Male,Sinhgad Pune
83.6,44.94,EnTC,EWS,Female,Govt College Karad
77.06,94.91,EnTC,OBC,Female,Orchid Solapur
62.28,57.37,Civil,OPEN,Male,Local City College
89.82,76.81,IT,OPEN,Male,DY Patil Akurdi
99.99,98.29,IT,OPEN,Male,COEP Pune
85.28,93.51,IT,OBC,Male,WIT Solapur
88.38,75.69,CS,OPEN,Female,WIT Solapur
95.39,67.75,EnTC,OPEN,Female,Walchand Sangli
65.96,93.95,CS,OPEN,Female,Local City College
99.99,88.49,IT,OPEN,Female,COEP Pune
88.03,62.63,IT,ST,Female,VIT Pune
99.99,59.1,EnTC,OBC,Male,COEP Pune
74.0,33.55,Civil,SC,Female,Orchid Solapur
99.99,78.08,EnTC,EWS,Female,COEP Pune
96.63,73.35,IT,OBC,Female,SPIT Mumbai
93.3,97.72,EnTC,EWS,Female,VIT Pune
88.51,82.18,EnTC,OPEN,Male,WIT Solapur
81.27,99.99,CS,OPEN,Male,Sinhgad Pune
99.99,61.05,CS,OPEN,Male,COEP Pune
87.11,97.76,CS,OPEN,Female,WIT Solapur
55.49,64.42,IT,ST,Female,Local City College
68.24,90.55,Mech,OBC,Female,Local City College
82.21,45.82,CS,OPEN,Male,Govt College Karad
89.65,79.7,IT,SC,Female,VIT Pune
84.15,35.31,Civil,OBC,Male,Govt College Karad
99.99,69.66,Mech,OPEN,Female,COEP Pune
55.73,83.81,EnTC,OBC,Male,Not Allotted
87.15,64.58,CS,EWS,Male,WIT Solapur
57.73,53.99,CS,SC,Female,Local City College
96.4,91.92,CS,OBC,Female,SPIT Mumbai
83.58,72.93,CS,OPEN,Male,Govt College Karad
91.29,65.21,CS,OPEN,Male,PCCOE Pune
72.04,75.84,IT,OPEN,Male,Local City College
99.99,99.99,CS,SC,Male,COEP Pune
99.99,98.07,CS,OPEN,Male,COEP Pune
93.75,98.25,CS,OPEN,Female,VIT Pune
83.06,83.71,EnTC,EWS,Male,Govt College Karad
93.7,78.33,EnTC,SC,Female,VJTI Mumbai
74.4,27.08,IT,OBC,Female,Local City College
97.83,61.42,CS,OPEN,Female,PICT Pune
99.99,65.39,IT,OPEN,Female,COEP Pune
99.99,37.5,CS,OPEN,Female,COEP Pune
74.06,51.85,CS,OBC,Male,Local City College
90.42,35.38,Mech,OPEN,Female,DY Patil Akurdi
65.6,74.23,Civil,SC,Male,Local City College
93.59,91.38,EnTC,EWS,Female,VIT Pune
91.76,97.14,Civil,OPEN,Male,PCCOE Pune
56.95,83.3,EnTC,OPEN,Female,Not Allotted
67.57,55.73,CS,SC,Male,Local City College
80.75,36.36,Civil,EWS,Male,Sinhgad Pune
80.49,39.86,CS,ST,Male,WIT Solapur
66.86,49.62,EnTC,OPEN,Female,Local City College
90.83,57.22,CS,OPEN,Male,DY Patil Akurdi
88.77,71.81,IT,SC,Female,VIT Pune
82.09,54.72,EnTC,OBC,Female,Govt College Karad
73.66,81.78,IT,OPEN,Male,Local City College
99.99,70.35,CS,OBC,Female,COEP Pune
99.99,75.21,CS,SC,Female,COEP Pune
77.75,97.81,CS,OPEN,Female,Orchid Solapur
75.82,51.4,Civil,ST,Female,Sinhgad Pune
92.37,83.37,EnTC,OPEN,Male,PCCOE Pune
79.63,74.72,IT,SC,Female,Govt College Karad
82.91,68.33,CS,OBC,Male,Govt College Karad
96.09,92.71,Mech,OPEN,Female,SPIT Mumbai
56.36,92.58,CS,SC,Male,Local City College
99.99,56.07,CS,SC,Male,COEP Pune
86.09,71.36,IT,EWS,Female,WIT Solapur
78.83,80.62,Mech,OPEN,Female,Orchid Solapur
83.66,69.54,CS,OBC,Female,Govt College Karad
84.44,86.7,CS,OBC,Female,Govt College Karad
59.03,80.62,IT,OBC,Female,Not Allotted
99.99,99.99,CS,ST,Male,COEP Pune
85.62,44.39,IT,OPEN,Male,WIT Solapur
91.65,72.55,IT,OPEN,Male,PCCOE Pune
99.27,56.83,IT,OBC,Female,COEP Pune
69.68,87.08,CS,OPEN,Female,Local City College
92.1,42.66,CS,EWS,Female,PCCOE Pune
80.99,81.93,Mech,OBC,Male,Sinhgad Pune
97.7,62.4,Mech,OPEN,Female,PICT Pune
53.09,60.32,CS,SC,Male,Not Allotted
83.51,46.07,CS,OPEN,Male,Govt College Karad
75.96,65.7,CS,OBC,Female,Orchid Solapur
91.48,96.69,EnTC,OPEN,Male,PCCOE Pune
92.05,74.5,EnTC,OPEN,Male,PCCOE Pune
74.39,87.55,IT,OPEN,Male,Local City College
74.32,99.99,EnTC,OBC,Female,Local City College
83.34,80.28,EnTC,OPEN,Male,Govt College Karad
71.55,63.82,Civil,OPEN,Female,Local City College
97.63,84.35,CS,OPEN,Female,PICT Pune
79.46,64.11,CS,OPEN,Male,Orchid Solapur
41.4,64.91,CS,EWS,Female,Not Allotted
79.38,44.6,Mech,OPEN,Male,Orchid Solapur
69.42,93.53,EnTC,ST,Female,Local City College
60.53,67.28,IT,OBC,Female,Local City College
66.44,78.64,CS,OBC,Female,Local City College
86.64,54.28,CS,OPEN,Female,WIT Solapur
99.99,83.72,CS,EWS,Female,COEP Pune
89.7,59.76,IT,OPEN,Female,DY Patil Akurdi
75.9,72.17,CS,OBC,Female,Orchid Solapur
91.84,92.56,CS,EWS,Male,PCCOE Pune
78.11,90.82,EnTC,ST,Male,Govt College Karad
74.58,74.56,CS,OBC,Male,Local City College
67.68,39.64,IT,EWS,Female,Local City College
58.72,99.99,CS,SC,Male,Local City College
79.15,99.99,Mech,OPEN,Female,Orchid Solapur
87.37,89.45,IT,OPEN,Female,WIT Solapur
83.55,59.94,Civil,OPEN,Female,Govt College Karad
78.76,72.73,IT,OPEN,Female,Orchid Solapur
70.81,64.13,Civil,SC,Female,Orchid Solapur
94.12,99.99,Mech,OBC,Female,VIT Pune
65.24,80.25,IT,OPEN,Female,Local City College
96.64,59.32,Civil,ST,Female,COEP Pune
69.97,65.58,CS,OPEN,Male,Local City College
73.71,97.42,IT,EWS,Female,Local City College
63.0,99.99,CS,EWS,Male,Local City College
77.48,99.99,IT,EWS,Male,Orchid Solapur
99.63,90.14,EnTC,SC,Female,COEP Pune
92.73,69.95,EnTC,OPEN,Male,PCCOE Pune
99.68,10.17,CS,OBC,Female,COEP Pune
92.83,80.94,IT,OPEN,Male,PCCOE Pune
68.44,74.96,CS,OPEN,Female,Local City College
80.04,77.8,EnTC,OBC,Male,Sinhgad Pune
73.3,76.08,CS,OPEN,Female,Local City College
99.99,48.47,Civil,EWS,Male,COEP Pune
67.05,86.15,CS,EWS,Female,Local City College
98.41,87.64,CS,OPEN,Female,PICT Pune
98.39,88.65,Mech,OBC,Male,PICT Pune
99.99,93.93,IT,OPEN,Male,COEP Pune
78.85,87.08,CS,ST,Male,Govt College Karad
95.68,66.8,IT,OBC,Male,Walchand Sangli
99.99,73.58,CS,OPEN,Female,COEP Pune
75.74,76.82,Civil,OPEN,Male,Orchid Solapur
61.97,77.15,IT,OPEN,Male,Local City College
56.8,94.96,CS,EWS,Female,Not Allotted
95.69,87.87,IT,OPEN,Female,Walchand Sangli
56.75,99.99,CS,OPEN,Female,Not Allotted
79.42,99.99,EnTC,ST,Male,Govt College Karad
91.56,76.59,Civil,ST,Male,SPIT Mumbai
87.78,0.0,Mech,ST,Male,PCCOE Pune
91.38,99.74,CS,OBC,Male,PCCOE Pune
88.33,64.19,CS,OBC,Female,WIT Solapur
99.99,58.97,CS,OBC,Male,COEP Pune
70.72,67.03,EnTC,OPEN,Male,Local City College
74.85,66.07,IT,OBC,Female,Local City College
73.41,87.25,IT,OPEN,Female,Local City College
97.45,43.81,Civil,OPEN,Female,SPIT Mumbai
98.51,53.45,CS,EWS,Male,VJTI Mumbai
91.77,81.86,CS,OPEN,Male,PCCOE Pune
99.99,87.46,CS,EWS,Female,COEP Pune
67.33,87.83,CS,OPEN,Male,Local City College
99.99,59.26,CS,OPEN,Male,COEP Pune
99.99,55.43,IT,OBC,Female,COEP Pune
96.03,64.87,CS,SC,Female,COEP Pune
99.99,79.8,CS,OBC,Female,COEP Pune
60.15,99.99,EnTC,ST,Male,Local City College
77.13,34.05,CS,OPEN,Male,Orchid Solapur
73.97,70.59,EnTC,EWS,Male,Local City College
95.82,48.35,CS,OPEN,Female,Walchand Sangli
69.25,41.96,IT,ST,Male,Local City College
96.36,94.34,Civil,OPEN,Male,SPIT Mumbai
99.99,85.89,CS,SC,Female,COEP Pune
95.43,83.99,IT,OBC,Male,Walchand Sangli
89.26,93.42,Mech,OPEN,Male,DY Patil Akurdi
70.18,65.41,IT,EWS,Female,Local City College
72.3,66.35,CS,OPEN,Female,Local City College
99.99,99.99,IT,OPEN,Female,COEP Pune
96.69,70.07,EnTC,SC,Female,COEP Pune
84.41,89.7,Mech,OPEN,Female,Govt College Karad
78.73,75.13,CS,OPEN,Male,Orchid Solapur
54.61,38.03,CS,OBC,Female,Not Allotted
68.94,34.11,CS,SC,Female,Local City College
99.99,63.42,CS,OPEN,Female,COEP Pune
65.79,96.12,CS,OBC,Male,Local City College
87.84,90.77,CS,SC,Male,PCCOE Pune
99.99,93.28,CS,ST,Female,COEP Pune
66.18,55.26,CS,EWS,Male,Local City College
87.77,99.99,Civil,SC,Male,PCCOE Pune
99.07,55.7,CS,OBC,Male,COEP Pune
85.19,79.26,CS,OPEN,Female,WIT Solapur
99.99,74.79,CS,OPEN,Male,COEP Pune
59.97,71.52,Civil,SC,Male,Local City College
99.99,99.99,EnTC,EWS,Female,COEP Pune
82.41,60.9,EnTC,SC,Female,WIT Solapur
96.58,48.01,CS,OPEN,Male,SPIT Mumbai
91.62,75.4,Mech,OPEN,Female,PCCOE Pune
74.0,67.0,IT,OBC,Female,Local City College
88.43,99.99,CS,OBC,Female,WIT Solapur
57.13,88.53,IT,SC,Female,Local City College
94.05,66.81,Mech,OBC,Male,VIT Pune
89.47,53.88,EnTC,OPEN,Female,DY Patil Akurdi
94.58,37.39,Mech,EWS,Female,VIT Pune
99.99,54.5,Civil,OBC,Male,COEP Pune
90.51,77.3,CS,OPEN,Female,DY Patil Akurdi
87.22,99.99,IT,OPEN,Male,WIT Solapur
71.78,97.43,CS,EWS,Female,Local City College
74.32,79.58,Mech,ST,Male,Orchid Solapur
99.99,68.54,CS,OPEN,Female,COEP Pune
99.99,80.38,Mech,OPEN,Female,COEP Pune
81.43,64.63,CS,OPEN,Male,Sinhgad Pune
85.69,99.99,IT,OPEN,Male,WIT Solapur
71.43,71.22,CS,OBC,Male,Local City College
99.99,73.27,CS,OBC,Male,COEP Pune
94.98,30.68,Mech,OBC,Male,VIT Pune
99.99,71.09,CS,SC,Female,COEP Pune
71.83,91.73,IT,OPEN,Male,Local City College
79.33,53.65,CS,OPEN,Female,Orchid Solapur
88.47,59.99,IT,OPEN,Male,WIT Solapur
94.7,90.85,CS,OPEN,Male,VIT Pune
81.76,45.47,CS,OPEN,Female,Sinhgad Pune
71.91,96.16,Mech,OBC,Female,Local City College
98.22,64.36,IT,SC,Female,COEP Pune
95.82,67.23,CS,SC,Female,COEP Pune
71.26,52.52,IT,SC,Male,Orchid Solapur
99.99,82.56,CS,OBC,Female,COEP Pune
99.99,99.99,CS,SC,Male,COEP Pune
87.01,90.63,IT,OPEN,Male,WIT Solapur
86.19,57.71,CS,EWS,Male,WIT Solapur
93.31,97.71,EnTC,OPEN,Female,VIT Pune
72.07,68.67,IT,OPEN,Female,Local City College
85.45,99.99,EnTC,OPEN,Female,WIT Solapur
52.71,91.13,Civil,EWS,Female,Not Allotted
98.15,16.14,CS,EWS,Female,PICT Pune
61.58,54.92,CS,SC,Female,Local City College
99.99,93.89,CS,OBC,Male,COEP Pune
80.05,78.03,CS,OBC,Female,Sinhgad Pune
81.82,54.52,Mech,EWS,Male,Sinhgad Pune
75.58,62.33,EnTC,OBC,Male,Orchid Solapur
80.68,36.88,IT,EWS,Female,Sinhgad Pune
99.99,73.23,IT,OPEN,Female,COEP Pune
47.68,99.99,CS,OPEN,Female,Not Allotted
99.99,91.1,IT,ST,Female,COEP Pune
90.07,99.99,EnTC,OPEN,Male,DY Patil Akurdi
66.89,92.65,IT,EWS,Female,Local City College
68.87,95.55,CS,OBC,Female,Local City College
99.99,99.99,EnTC,EWS,Male,COEP Pune
70.82,82.55,IT,OPEN,Male,Local City College
67.7,71.26,IT,SC,Female,Local City College
99.99,95.65,IT,OPEN,Male,COEP Pune
90.08,99.99,IT,OBC,Female,DY Patil Akurdi
70.93,65.4,EnTC,OBC,Female,Local City College
88.25,60.57,Mech,EWS,Male,WIT Solapur
69.61,77.78,CS,OBC,Male,Local City College
99.99,91.63,Civil,OPEN,Female,COEP Pune
99.99,90.96,IT,EWS,Female,COEP Pune
92.98,46.52,EnTC,OPEN,Female,PCCOE Pune
90.42,99.99,Mech,OPEN,Male,DY Patil Akurdi
99.99,62.18,IT,OPEN,Male,COEP Pune
85.0,69.7,Mech,ST,Female,DY Patil Akurdi
67.27,56.95,CS,OPEN,Female,Local City College
91.74,99.99,CS,OPEN,Male,PCCOE Pune
99.99,79.84,EnTC,EWS,Female,COEP Pune
69.78,57.98,Mech,SC,Male,Local City College
79.58,92.28,Mech,OPEN,Female,Orchid Solapur
91.25,90.38,EnTC,SC,Male,SPIT Mumbai
84.19,71.25,IT,EWS,Female,Govt College Karad
70.27,91.81,CS,OPEN,Female,Local City College
99.99,58.49,Civil,SC,Female,COEP Pune
99.99,65.14,CS,OBC,Male,COEP Pune
87.94,34.8,EnTC,OBC,Female,WIT Solapur
71.44,48.52,IT,OPEN,Female,Local City College
61.77,99.99,EnTC,OBC,Female,Local City College
88.87,99.99,IT,OPEN,Female,WIT Solapur
99.99,76.32,Civil,SC,Female,COEP Pune
92.13,99.99,IT,OPEN,Female,PCCOE Pune
84.96,71.8,Civil,OPEN,Male,Govt College Karad
76.16,70.13,CS,OPEN,Male,Orchid Solapur
68.62,76.13,IT,SC,Female,Local City College
97.52,72.5,EnTC,OPEN,Female,PICT Pune
98.71,70.7,EnTC,OPEN,Male,VJTI Mumbai
61.81,97.87,Civil,OPEN,Male,Local City College
99.99,78.0,CS,SC,Female,COEP Pune
93.61,89.25,CS,OPEN,Male,VIT Pune
99.99,95.63,IT,SC,Female,COEP Pune
64.87,82.76,CS,OPEN,Female,Local City College
64.51,55.59,Civil,OPEN,Male,Local City College
82.77,47.94,CS,OBC,Female,Govt College Karad
92.54,77.98,IT,EWS,Female,PCCOE Pune
99.99,71.57,CS,OPEN,Female,COEP Pune
95.59,76.75,IT,OPEN,Female,Walchand Sangli
81.36,74.68,IT,OPEN,Male,Sinhgad Pune
69.6,99.99,CS,OBC,Male,Local City College
99.99,48.4,CS,OPEN,Male,COEP Pune
70.53,35.2,IT,SC,Female,Orchid Solapur
99.99,81.65,Civil,OPEN,Male,COEP Pune
80.73,67.47,CS,OPEN,Male,Sinhgad Pune
99.99,81.32,IT,OPEN,Male,COEP Pune
95.18,86.68,Civil,OBC,Female,Walchand Sangli
82.95,99.99,EnTC,OBC,Female,Govt College Karad
77.21,44.86,Civil,OPEN,Female,Orchid Solapur
79.89,63.87,Civil,EWS,Female,Orchid Solapur
91.42,83.58,IT,OPEN,Female,PCCOE Pune
86.16,90.41,EnTC,SC,Male,PCCOE Pune
76.09,99.99,CS,OBC,Male,Orchid Solapur
82.52,94.11,IT,OPEN,Male,Govt College Karad
86.18,73.86,Mech,SC,Female,PCCOE Pune
53.07,57.19,IT,SC,Male,Not Allotted
91.87,63.71,EnTC,OPEN,Male,PCCOE Pune
70.3,63.15,EnTC,OBC,Female,Local City College
67.7,88.1,CS,OPEN,Female,Local City College
59.69,80.14,Mech,OBC,Female,Not Allotted
58.09,48.53,IT,OPEN,Female,Not Allotted
64.67,66.28,CS,SC,Male,Local City College
74.36,92.55,Mech,OPEN,Female,Local City College
99.99,82.03,IT,OPEN,Female,COEP Pune
77.11,86.37,EnTC,OPEN,Female,Orchid Solapur
87.67,82.66,IT,OPEN,Male,WIT Solapur
91.01,99.99,IT,OBC,Male,PCCOE Pune
86.97,79.72,Mech,OPEN,Male,WIT Solapur
83.84,67.28,IT,SC,Male,WIT Solapur
67.07,56.68,IT,OPEN,Male,Local City College
99.99,79.99,CS,SC,Female,COEP Pune
99.99,26.19,Mech,OBC,Female,COEP Pune
59.76,71.31,CS,EWS,Female,Not Allotted
69.64,70.88,Mech,EWS,Male,Local City College
80.8,47.71,IT,ST,Female,WIT Solapur
70.53,56.43,EnTC,SC,Male,Orchid Solapur
92.59,91.19,Civil,OPEN,Male,PCCOE Pune
74.08,79.61,CS,SC,Female,Orchid Solapur
99.99,77.04,IT,EWS,Female,COEP Pune
99.99,81.13,EnTC,OPEN,Female,COEP Pune
88.19,76.85,EnTC,OBC,Female,WIT Solapur
99.99,99.86,IT,OPEN,Male,COEP Pune
99.99,77.47,EnTC,OBC,Male,COEP Pune
76.54,45.84,EnTC,OPEN,Male,Orchid Solapur
72.76,99.99,Mech,OBC,Female,Local City College
86.17,82.41,EnTC,OBC,Male,WIT Solapur
97.92,63.21,IT,EWS,Female,PICT Pune
87.09,49.93,Civil,OBC,Male,WIT Solapur
61.35,82.92,IT,SC,Female,Local City College
72.96,72.66,CS,OPEN,Male,Local City College
83.89,99.99,IT,OPEN,Female,Govt College Karad
83.87,68.08,CS,OPEN,Female,Govt College Karad
99.99,58.25,CS,OPEN,Male,COEP Pune
64.21,92.92,CS,OPEN,Female,Local City College
92.58,93.51,CS,OBC,Male,PCCOE Pune
99.99,78.37,EnTC,OBC,Female,COEP Pune
99.99,88.53,CS,OBC,Male,COEP Pune
78.93,74.25,CS,OPEN,Female,Orchid Solapur
92.37,79.68,CS,OPEN,Male,PCCOE Pune
93.55,98.3,CS,OBC,Male,VIT Pune
87.93,87.51,CS,OPEN,Male,WIT Solapur
83.52,71.61,IT,OPEN,Male,Govt College Karad
91.54,99.99,Civil,OPEN,Female,PCCOE Pune
47.02,27.7,Mech,OPEN,Female,Not Allotted
95.23,99.99,Mech,OPEN,Male,Walchand Sangli
86.89,40.88,CS,OPEN,Male,WIT Solapur
81.66,62.46,CS,OPEN,Female,Sinhgad Pune
99.99,74.18,CS,OBC,Male,COEP Pune
74.88,72.07,EnTC,OPEN,Male,Local City College
78.95,95.13,CS,OPEN,Male,Orchid Solapur
99.99,53.84,IT,EWS,Female,COEP Pune
72.52,80.22,CS,SC,Male,Orchid Solapur
76.75,63.44,CS,OPEN,Female,Orchid Solapur
82.79,80.9,Civil,EWS,Female,Govt College Karad
97.61,73.7,EnTC,OPEN,Female,PICT Pune
88.12,76.86,Mech,OPEN,Male,WIT Solapur
65.61,64.0,IT,EWS,Male,Local City College
77.02,64.8,Mech,ST,Male,Govt College Karad
75.89,80.75,EnTC,OPEN,Female,Orchid Solapur
83.84,93.87,Civil,OBC,Male,Govt College Karad
91.39,63.03,CS,OBC,Male,PCCOE Pune
91.27,57.62,IT,OPEN,Female,PCCOE Pune
58.36,87.27,EnTC,OPEN,Female,Not Allotted
99.99,74.35,IT,OPEN,Female,COEP Pune
88.79,91.61,Mech,EWS,Male,WIT Solapur
99.99,56.88,Civil,OPEN,Male,COEP Pune
91.66,39.41,IT,SC,Male,SPIT Mumbai
99.99,64.34,IT,OPEN,Female,COEP Pune
92.0,59.67,IT,OPEN,Male,PCCOE Pune
99.99,73.42,Mech,OBC,Female,COEP Pune
92.83,62.26,EnTC,OBC,Male,PCCOE Pune
83.53,89.82,CS,OPEN,Male,Govt College Karad
99.99,69.24,IT,OPEN,Male,COEP Pune
98.34,78.01,CS,OBC,Male,PICT Pune
93.61,78.15,EnTC,OPEN,Male,VIT Pune
65.86,78.9,CS,OPEN,Female,Local City College
65.68,74.52,IT,OBC,Female,Local City College
89.39,85.21,EnTC,OBC,Male,DY Patil Akurdi
87.18,59.09,CS,OPEN,Male,WIT Solapur
75.79,99.99,CS,OBC,Female,Orchid Solapur
87.11,70.27,IT,EWS,Male,WIT Solapur
99.99,48.77,CS,OPEN,Female,COEP Pune
95.43,78.76,CS,OBC,Male,Walchand Sangli
67.88,57.98,Civil,OPEN,Male,Local City College
83.33,88.31,Mech,OPEN,Female,Govt College Karad
72.93,99.99,Mech,OPEN,Female,Local City College
79.18,59.27,Civil,OPEN,Male,Orchid Solapur
78.8,81.65,CS,SC,Female,Govt College Karad
77.84,39.89,CS,OPEN,Female,Orchid Solapur
66.17,84.08,CS,OBC,Male,Local City College
83.09,57.29,Mech,OPEN,Male,Govt College Karad
76.59,62.5,EnTC,OPEN,Male,Orchid Solapur
41.06,52.97,CS,OBC,Male,Not Allotted
99.99,89.64,IT,SC,Female,COEP Pune
99.99,95.15,IT,SC,Male,COEP Pune
79.36,75.47,IT,SC,Male,Govt College Karad
85.28,57.71,Mech,OPEN,Female,WIT Solapur
67.43,99.99,IT,SC,Female,Local City College
99.99,59.99,Civil,OPEN,Male,COEP Pune
99.99,31.76,IT,SC,Male,COEP Pune
87.35,84.17,EnTC,EWS,Female,WIT Solapur
99.99,52.9,Civil,OPEN,Male,COEP Pune
87.63,94.77,Civil,OPEN,Female,WIT Solapur
64.95,67.38,CS,OBC,Female,Local City College
78.82,87.07,CS,SC,Female,Govt College Karad
86.98,99.99,IT,OPEN,Male,WIT Solapur
78.18,50.82,IT,EWS,Male,Orchid Solapur
81.72,63.68,EnTC,OBC,Female,Sinhgad Pune
83.63,73.49,Civil,OPEN,Male,Govt College Karad
83.79,99.99,CS,OPEN,Female,Govt College Karad
85.78,61.83,IT,SC,Male,DY Patil Akurdi
69.09,63.11,CS,OPEN,Male,Local City College
74.24,84.56,Mech,OPEN,Female,Local City College
65.73,63.46,Civil,OBC,Male,Local City College
99.67,78.05,IT,OBC,Male,COEP Pune
53.42,43.97,CS,OBC,Male,Not Allotted
99.99,99.99,EnTC,OPEN,Female,COEP Pune
99.99,48.05,EnTC,SC,Male,COEP Pune
80.47,68.56,IT,EWS,Female,Sinhgad Pune
45.95,74.35,Mech,OPEN,Male,Not Allotted
79.58,99.99,Civil,SC,Male,Govt College Karad
84.04,48.5,IT,EWS,Male,Govt College Karad
69.84,99.99,IT,OBC,Female,Local City College
77.27,90.14,CS,OBC,Female,Orchid Solapur
99.99,83.34,IT,OPEN,Female,COEP Pune
94.97,55.31,IT,OBC,Male,VIT Pune
71.13,86.42,CS,OBC,Male,Local City College
61.04,60.53,CS,SC,Male,Local City College
80.09,99.99,CS,EWS,Female,Sinhgad Pune
81.8,55.58,CS,OPEN,Male,Sinhgad Pune
92.44,72.74,IT,OPEN,Male,PCCOE Pune
76.97,63.89,EnTC,OPEN,Female,Orchid Solapur
92.67,55.25,EnTC,SC,Male,PICT Pune
99.99,89.83,IT,OPEN,Female,COEP Pune
97.23,85.71,IT,OBC,Male,SPIT Mumbai
84.28,99.18,Mech,OPEN,Male,Govt College Karad
82.25,39.4,IT,OPEN,Male,Govt College Karad
79.65,96.28,Civil,OPEN,Male,Orchid Solapur
99.99,99.99,IT,ST,Male,COEP Pune
75.59,65.97,EnTC,OBC,Female,Orchid Solapur
85.68,99.99,CS,EWS,Male,WIT Solapur
85.77,69.74,EnTC,OBC,Male,WIT Solapur
77.47,47.55,Mech,OPEN,Female,Orchid Solapur
64.41,68.89,Civil,OPEN,Female,Local City College
89.84,95.96,Civil,EWS,Female,DY Patil Akurdi
84.08,58.24,CS,SC,Male,DY Patil Akurdi
92.5,62.99,IT,OPEN,Female,PCCOE Pune
77.0,86.87,IT,SC,Female,Sinhgad Pune
99.99,75.06,IT,OPEN,Female,COEP Pune
71.85,86.69,CS,OPEN,Female,Local City College
99.99,79.76,Mech,OPEN,Male,COEP Pune
58.79,84.59,Civil,SC,Female,Local City College
91.52,66.35,IT,OPEN,Female,PCCOE Pune
92.13,79.63,CS,OPEN,Male,PCCOE Pune
73.07,56.45,CS,OPEN,Male,Local City College
91.37,99.99,EnTC,OPEN,Female,PCCOE Pune
99.99,62.31,CS,OBC,Male,COEP Pune
51.75,97.58,Civil,OPEN,Female,Not Allotted
92.54,70.33,EnTC,OPEN,Male,PCCOE Pune
47.6,79.04,EnTC,EWS,Male,Not Allotted
70.52,65.1,IT,OPEN,Female,Local City College
99.99,54.68,CS,OPEN,Male,COEP Pune
76.27,40.1,Civil,OPEN,Male,Orchid Solapur
67.39,53.89,EnTC,OBC,Female,Local City College
82.03,68.52,Civil,SC,Female,WIT Solapur
99.99,79.24,IT,OPEN,Male,COEP Pune
57.52,95.21,EnTC,ST,Male,Local City College
69.23,66.08,CS,SC,Female,Local City College
99.99,57.36,EnTC,SC,Male,COEP Pune
99.99,46.15,EnTC,OPEN,Female,COEP Pune
